,Neutrophil,pair
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.4121,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.4003,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",-0.1591,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",-0.1772,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')",0.115,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.1742,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",-0.2347,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.6519,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.5874,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.5245,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')",0.5639,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.564,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.5157,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')",0.4339,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.4301,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.0147,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')",0.3296,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6149,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5393,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4782,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.4459,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5611,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4549,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.1975,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.2696,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.1427,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.2056,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6228,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6083,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5914,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6375,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4138,"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.568,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4853,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4509,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.3976,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.4833,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3237,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.2166,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.2206,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.1481,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.1798,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.652,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5906,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5507,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5239,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3231,"('B', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5038,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5647,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5169,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4916,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.2439,"('B', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5568,"('B', 'CD4', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.6124,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.5457,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.5139,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.4931,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.3978,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",-0.1354,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",-0.0364,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')",0.1654,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.2397,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",-0.2248,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.6396,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.638,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.4992,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')",0.5722,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.5423,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.5554,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')",0.455,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.3743,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.1501,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')",0.3671,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.6117,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5592,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5546,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.4653,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5564,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.5618,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3063,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.3332,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.0205,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.125,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6535,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.6486,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.6608,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6368,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.4342,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5786,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5055,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4525,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.5372,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.4996,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4033,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.3273,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.2381,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.1127,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.24,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.6433,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5608,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.558,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.6156,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.2632,"('B', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5917,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5737,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5138,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.5291,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.304,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.5778,"('B', 'CD8', 'Kupffer', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5025,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4183,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3898,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')",0.3449,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.4652,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3086,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')",0.1207,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.2041,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",-0.1687,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')",0.1092,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.5795,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5015,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4748,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')",0.4999,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')",0.3319,"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')",0.4686,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'NK')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.5176,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.469,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
