,NK,pair
"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7497,"('Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.6958,"('Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')",0.7468,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')",0.742,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.7523,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')",0.7397,"('Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7601,"('Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7768,"('Eosinophil', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')",0.7347,"('Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')",0.6058,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer')",0.5785,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC')",0.6426,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte')",0.5195,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')",0.7806,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Stellate')",0.7092,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')",0.6044,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')",0.6337,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')",0.5801,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')",0.7039,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')",0.6913,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')",0.5292,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')",0.5657,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')",0.6418,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')",0.6475,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte')",0.6466,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')",0.7106,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')",0.6389,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'Neutrophil')",0.6641,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'Stellate')",0.6888,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil', 'Stellate')",0.7661,"('B', 'Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.5715,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.6414,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.4363,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Neutrophil')",0.726,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.6898,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC')",0.5699,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte')",0.4997,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.7001,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Stellate')",0.6422,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte')",0.5474,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Neutrophil')",0.6906,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Stellate')",0.6932,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Monocyte', 'Neutrophil')",0.7305,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Monocyte', 'Stellate')",0.6579,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Neutrophil', 'Stellate')",0.7002,"('B', 'Basophil', 'CD4', 'CD8', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')",0.545,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.478,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.6452,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')",0.6499,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte')",0.631,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.7761,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')",0.6269,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.5212,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'Stellate')",0.6259,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.7318,"('B', 'Basophil', 'CD4', 'CD8', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte')",0.5775,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil')",0.6864,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Stellate')",0.6387,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'Neutrophil')",0.5904,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'Stellate')",0.5963,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Neutrophil', 'Stellate')",0.7557,"('B', 'Basophil', 'CD4', 'CD8', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'Neutrophil')",0.6231,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'Stellate')",0.6843,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Neutrophil', 'Stellate')",0.7773,"('B', 'Basophil', 'CD4', 'CD8', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'Neutrophil', 'Stellate')",0.6883,"('B', 'Basophil', 'CD4', 'CD8', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.4843,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.6327,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte')",0.5252,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil')",0.6039,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.6587,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')",0.5992,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte')",0.4956,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.5845,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')",0.512,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte')",0.6424,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil')",0.707,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')",0.5889,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil')",0.6364,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Stellate')",0.6231,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Neutrophil', 'Stellate')",0.7134,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5202,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.4901,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.5711,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5216,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte')",0.5996,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.7233,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.6001,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.5424,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Stellate')",0.6511,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.7423,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5808,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5947,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5269,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.5606,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.5459,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.5713,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.6927,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Stellate')",0.614,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.7018,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'Neutrophil', 'Stellate')",0.6826,"('B', 'Basophil', 'CD4', 'Cholangiocyte', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.6677,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')",0.5104,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.6918,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.6664,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')",0.69,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.8258,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.7096,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')",0.6821,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')",0.6629,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.7459,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')",0.6042,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.7617,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.6428,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')",0.6107,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')",0.5688,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.7528,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')",0.6752,"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')",0.595,"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.7749,"('B', 'Basophil', 'CD4', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')",0.7471,"('B', 'Basophil', 'CD4', 'Eosinophil', 'Monocyte', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')",0.5828,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Monocyte')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.7245,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.6266,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')",0.4895,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')",0.6045,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Monocyte', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.6853,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')",0.7519,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'Neutrophil')"
"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')",0.6714,"('B', 'Basophil', 'CD4', 'Hepatocyte', 'LSEC', 'Monocyte', 'Stellate')"
