,Monocyte,pair
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.4743,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.3637,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",0.7091,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.532,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.6355,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')",0.6207,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",0.5713,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.5237,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.3397,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.3274,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.2107,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')",0.1651,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.3718,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.3855,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')",0.4985,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.6248,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.5219,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')",0.3756,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5348,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.432,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4539,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.2935,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4178,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.2945,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5812,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5942,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5378,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.4302,"('B', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.1945,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4989,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4053,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.2494,"('B', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5136,"('B', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4642,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.4053,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.3679,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.5783,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4904,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.61,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5597,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.6641,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6347,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.5389,"('B', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4603,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.382,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4255,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3151,"('B', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6566,"('B', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4392,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5253,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.4955,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.2756,"('B', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5642,"('B', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.3525,"('B', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.2561,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",-0.016,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.1851,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.4423,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.3409,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.3146,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.4109,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5145,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.4473,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.3778,"('B', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.0664,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.2848,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.1323,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.376,"('B', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5846,"('B', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.2877,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5202,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.3439,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.4724,"('B', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.6358,"('B', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4324,"('B', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4541,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5719,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.3602,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.565,"('B', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5336,"('B', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.3698,"('B', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5073,"('B', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.5082,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.768,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK')",0.6203,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil')",0.7067,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.6535,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')",0.3835,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')",0.3388,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.472,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')",0.4791,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')",0.6747,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil')",0.6502,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')",0.605,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil')",0.6299,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')",0.5913,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil', 'Stellate')",0.6281,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.5813,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.5207,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.5879,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.6128,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",0.6953,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6952,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.6612,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')",0.6235,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",0.5827,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.6213,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.4373,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5551,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.4668,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')",0.5433,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.4143,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.4557,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')",0.6436,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.5732,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.6752,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')",0.5768,"('Basophil', 'CD4', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.6321,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.4186,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.6016,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5873,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",0.6687,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.7133,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.6675,"('Basophil', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
