,Monocyte,pair
"('B', 'Basophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4444,"('B', 'Basophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')",0.5656,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')",0.7676,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK')",0.6829,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil')",0.7379,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')",0.6405,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')",0.3449,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')",0.3712,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil')",0.4169,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')",0.4781,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')",0.6832,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil')",0.5033,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')",0.6136,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil')",0.6062,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')",0.6115,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil', 'Stellate')",0.5187,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')",0.6105,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')",0.6185,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.5596,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5463,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')",0.6829,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6912,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')",0.6182,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')",0.6411,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')",0.554,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.6043,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')",0.644,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.3351,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5589,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')",0.4904,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')",0.556,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.4958,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')",0.5959,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')",0.6005,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.555,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')",0.5069,"('B', 'CD4', 'CD8', 'Cholangiocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.4677,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.5268,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.5215,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.5802,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",0.7237,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.6082,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.7214,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')",0.6439,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",0.628,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.5832,"('B', 'CD4', 'CD8', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.538,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.5839,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",0.5251,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')",0.4553,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.4963,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.5148,"('B', 'CD4', 'CD8', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')",0.5803,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.6395,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.6559,"('B', 'CD4', 'CD8', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')",0.5095,"('B', 'CD4', 'CD8', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.6113,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.5576,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.5155,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.5608,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.529,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.4262,"('B', 'CD4', 'CD8', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5997,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.5834,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5815,"('B', 'CD4', 'CD8', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.4628,"('B', 'CD4', 'CD8', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.4711,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.4256,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.5624,"('B', 'CD4', 'CD8', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3464,"('B', 'CD4', 'CD8', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'CD8', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.5762,"('B', 'CD4', 'CD8', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",-0.1011,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.3874,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')",0.4572,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')",0.2378,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')",0.5978,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')",0.4799,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')",0.3586,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')",0.6515,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')",0.5105,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')",0.4919,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')",0.2095,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')",0.1674,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')",-0.1022,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')",0.469,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')",0.4066,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')",0.2724,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')",0.3797,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')",0.6562,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')",0.5176,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')",0.4255,"('B', 'CD4', 'Cholangiocyte', 'Eosinophil', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.4181,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.2932,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.2235,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.3778,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.4504,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.3505,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5619,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.6254,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5196,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.4881,"('B', 'CD4', 'Cholangiocyte', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.1148,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.591,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.415,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.2567,"('B', 'CD4', 'Cholangiocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4882,"('B', 'CD4', 'Cholangiocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')",0.5652,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')",0.2082,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')",0.1181,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')",0.5841,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')",0.6121,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')",0.3409,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')",0.5013,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')",0.6312,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')",0.5523,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')",0.5164,"('B', 'CD4', 'Eosinophil', 'Hepatocyte', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.3662,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.616,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.1014,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.3745,"('B', 'CD4', 'Eosinophil', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.708,"('B', 'CD4', 'Eosinophil', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')",0.364,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Neutrophil')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')",0.5066,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'NK', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')",0.2545,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'LSEC', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')",0.389,"('B', 'CD4', 'Hepatocyte', 'Kupffer', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4767,"('B', 'CD4', 'Hepatocyte', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD4', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')",0.4137,"('B', 'CD4', 'Kupffer', 'LSEC', 'NK', 'Neutrophil', 'Stellate')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')",0.26,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'LSEC')"
"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')",0.2226,"('B', 'CD8', 'Cholangiocyte', 'Eosinophil', 'Hepatocyte', 'Kupffer', 'NK')"
